中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名
墨旱莲,Mohanlian,Ecliptae Herba,补阴药,protocatechuic acid,MOL000105,105,3035,
大血藤,Daxueteng,Sargentodoxae Caulis,清热解毒药,protocatechuic acid,MOL000105,105,3035,
天山雪莲,Tianshanxuelian,Saussureae Involucratae Herba,补阳药,protocatechuic acid,MOL000105,105,3035,
小蓟,Xiaoji,Herba Cirsii,凉血止血药,protocatechuic acid,MOL000105,105,3035,
山慈菇,Shancigu,Pseudobulbus Cremastrae Seu Pleiones,清热解毒药,protocatechuic acid,MOL000105,105,3035,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,protocatechuic acid,MOL000105,105,3035,
广枣,Guangzao,Choerospondiatis Fructus,活血祛瘀药,protocatechuic acid,MOL000105,105,3035,
拳参,Quanshen,Bistortae Rhizoma,清热解毒药,protocatechuic acid,MOL000105,105,3035,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,protocatechuic acid,MOL000105,105,3035,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,protocatechuic acid,MOL000105,105,3035,
杜仲,Duzhong,Eucommiae Cortex,补阳药,protocatechuic acid,MOL000105,105,3035,
杜仲叶,Duzhongye,Eucommiae Folium,拔毒化腐生肌药,protocatechuic acid,MOL000105,105,3035,
松花粉,Songhuafen,Pine Pollen,收敛止血药,protocatechuic acid,MOL000105,105,3035,
栀子,Zhizi,Gardeniae Fructus,清热泻火药,protocatechuic acid,MOL000105,105,3035,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,protocatechuic acid,MOL000105,105,3035,
桑叶,Sangye,Mori Follum,辛凉解表药,protocatechuic acid,MOL000105,105,3035,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,protocatechuic acid,MOL000105,105,3035,
槲寄生,Hujisheng,Viscum Angulatum Heyne,祛风湿筋骨药,protocatechuic acid,MOL000105,105,3035,
泽兰,Zelan,Lycopi Herba,活血祛瘀药,protocatechuic acid,MOL000105,105,3035,
海金沙,Haijinsha,Lygodii Spora,利水渗湿药,protocatechuic acid,MOL000105,105,3035,
满山红,Manshanhong,Rhododendri Daurici Folium,止咳平喘药,protocatechuic acid,MOL000105,105,3035,
灯盏细辛,Dengzhanxixin,Erigeron Breviscapus,辛温解表药,protocatechuic acid,MOL000105,105,3035,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,protocatechuic acid,MOL000105,105,3035,
猕猴桃根,Mihoutaogen,Actinidia Chinensis Planch,清热解毒药,protocatechuic acid,MOL000105,105,3035,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,protocatechuic acid,MOL000105,105,3035,
瓦松,Wasong,Cotyledon Fimbriata Turcz.,清热凉血药,protocatechuic acid,MOL000105,105,3035,
甘草,Gancao,licorice,补气药,protocatechuic acid,MOL000105,105,3035,
白及,Baiji,Bletilla Striata (Thunb.Ex A.Murray)Rchb.F.,收敛止血药,protocatechuic acid,MOL000105,105,3035,
白蔹,Bailian,Ampelopsis Japonica,清热解毒药,protocatechuic acid,MOL000105,105,3035,
石菖蒲,Shichangpu,Acoritataninowii Rhizoma,开窍药,protocatechuic acid,MOL000105,105,3035,
石韦,Shiwei,Pyrrosiae Folium,利水渗湿药,protocatechuic acid,MOL000105,105,3035,
翻白草,Fanbaicao,Potentillae Discoloris Herba,清热解毒药,protocatechuic acid,MOL000105,105,3035,
老鹳草,Laoguancao,Geranium Wilfordii Maxim.,祛风湿散寒药,protocatechuic acid,MOL000105,105,3035,
肉豆蔻,Roudoukou,Myristicae Semen,收涩药,protocatechuic acid,MOL000105,105,3035,
肿节风,Zhongjiefeng,Herba Sarcandrae,清热解毒药,protocatechuic acid,MOL000105,105,3035,
胡黄连,Huhuanglian,Picrorhizae Rhizoma,清虚热药,protocatechuic acid,MOL000105,105,3035,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,protocatechuic acid,MOL000105,105,3035,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,protocatechuic acid,MOL000105,105,3035,
草果,Caoguo,Amomum Tsao-Ko Crevostet,化湿药,protocatechuic acid,MOL000105,105,3035,
菝葜,Baqia,Smilax China,祛风湿散寒药,protocatechuic acid,MOL000105,105,3035,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,protocatechuic acid,MOL000105,105,3035,
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,protocatechuic acid,MOL000105,105,3035,
蕤仁,Ruiren,Prinsepiae Nux,辛凉解表药,protocatechuic acid,MOL000105,105,3035,
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,protocatechuic acid,MOL000105,105,3035,
虎耳草,Huercao,Saxifraga Stolonifera,清热解毒药,protocatechuic acid,MOL000105,105,3035,
蝉蜕,Chantui,Cicadae Periostracum,辛凉解表药,protocatechuic acid,MOL000105,105,3035,
豆蔻,Doukou,Alpinia Katsumadai Hayat,化湿药,protocatechuic acid,MOL000105,105,3035,
郁李仁,Yuliren,Semen Pruni,润下药,protocatechuic acid,MOL000105,105,3035,
金樱子,Jinyingzi,Rosae Laevigatae Fructus,收涩药,protocatechuic acid,MOL000105,105,3035,
金沸草,Jinfeicao,Inulae Herba,化痰药,protocatechuic acid,MOL000105,105,3035,
金盏菊花,Jinzhanjuhua,Calendula Officinalis,凉血止血药,protocatechuic acid,MOL000105,105,3035,
金荞麦,Jinqiaomai,Rhizoma Fagopyri Cymosi,清热解毒药,protocatechuic acid,MOL000105,105,3035,
金莲花,Jinlianhua,Trollius Chinensis,清热解毒药,protocatechuic acid,MOL000105,105,3035,
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,protocatechuic acid,MOL000105,105,3035,
铁线透骨草,Tiexiantougucao,Herba Clematidis Aethusaefoliae,祛风湿散寒药,protocatechuic acid,MOL000105,105,3035,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,protocatechuic acid,MOL000105,105,3035,
青果,Qingguo,Canarii Fructus,清热解毒药,protocatechuic acid,MOL000105,105,3035,
香附,Xiangfu,Cyperi Rhizoma,理气药,protocatechuic acid,MOL000105,105,3035,
骨碎补,Gusuibu,Drynariae Rhizoma,补阳药,protocatechuic acid,MOL000105,105,3035,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,protocatechuic acid,MOL000105,105,3035,
鬼针草,Guizhencao,Bidentis Bipinnatae Herba,清热解毒药,protocatechuic acid,MOL000105,105,3035,
鱼腥草,Yuxingcao,Houttuyniae Herba,清热解毒药,protocatechuic acid,MOL000105,105,3035,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,protocatechuic acid,MOL000105,105,3035,
鸡骨草,Jigucao,Abri Herba,利水渗湿药,protocatechuic acid,MOL000105,105,3035,
鹿衔草,Luxiancao,Herba Pyrolae,祛风湿散寒药,protocatechuic acid,MOL000105,105,3035,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,protocatechuic acid,MOL000105,105,3035,
麻黄,Mahuang,Ephedra Herba,辛温解表药,protocatechuic acid,MOL000105,105,3035,
麻黄根,Mahuanggen,Ephedrae Radix Et Rhizoma,收涩药,protocatechuic acid,MOL000105,105,3035,
黄药子,Huangyaozi,Dioscoreaebulbiferae,化痰药,protocatechuic acid,MOL000105,105,3035,
龙葵,Longkui,Solanum Nigrum Linn.,清热解毒药,protocatechuic acid,MOL000105,105,3035,
乌药,Wuyao,Linderae Radix,理气药,6-methoxy-2-[2-(3-methoxyphenyl)ethyl]chromone,MOL010500,10500,244,
沉香,Chenxiang,Linderae Radix,理气药,6-methoxy-2-[2-(3-methoxyphenyl)ethyl]chromone,MOL010500,10500,244,
乌药,Wuyao,Linderae Radix,理气药,"7,9-ditert-butyl-1-oxaspiro[4.5]deca-6,9-diene-2,8-dione",MOL010501,10501,1075,
沉香,Chenxiang,Linderae Radix,理气药,"7,9-ditert-butyl-1-oxaspiro[4.5]deca-6,9-diene-2,8-dione",MOL010501,10501,1075,
乌药,Wuyao,Linderae Radix,理气药,agarotetrol,MOL010502,10502,2408,
沉香,Chenxiang,Linderae Radix,理气药,agarotetrol,MOL010502,10502,2408,
乌药,Wuyao,Linderae Radix,理气药,baimuxinal,MOL010503,10503,1001,
沉香,Chenxiang,Linderae Radix,理气药,baimuxinal,MOL010503,10503,1001,
乌药,Wuyao,Linderae Radix,理气药,"2H-3,9a-Methano-1-benzoxepin-9-methanol, octahydro-2,2,5a-trimethyl-, (3R-(3alpha,5aalpha,9alpha,9aalpha))-",MOL010505,10505,1704,
土茯苓,Tufuling,Smilacis Glabrae Rhixoma,清热解毒药,"2H-3,9a-Methano-1-benzoxepin-9-methanol, octahydro-2,2,5a-trimethyl-, (3R-(3alpha,5aalpha,9alpha,9aalpha))-",MOL010505,10505,1704,
沉香,Chenxiang,Linderae Radix,理气药,"2H-3,9a-Methano-1-benzoxepin-9-methanol, octahydro-2,2,5a-trimethyl-, (3R-(3alpha,5aalpha,9alpha,9aalpha))-",MOL010505,10505,1704,
乌药,Wuyao,Linderae Radix,理气药,dihydroagarofuran,MOL010507,10507,1331,
沉香,Chenxiang,Linderae Radix,理气药,dihydroagarofuran,MOL010507,10507,1331,
乌药,Wuyao,Linderae Radix,理气药,Dihydrokaranone,MOL010508,10508,302,
沉香,Chenxiang,Linderae Radix,理气药,Dihydrokaranone,MOL010508,10508,302,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,Dihydrokaranone,MOL010508,10508,302,
乌药,Wuyao,Linderae Radix,理气药,gmelofuran,MOL010509,10509,1919,
沉香,Chenxiang,Linderae Radix,理气药,gmelofuran,MOL010509,10509,1919,
乌药,Wuyao,Linderae Radix,理气药,isoagarotetrol,MOL010510,10510,2312,
沉香,Chenxiang,Linderae Radix,理气药,isoagarotetrol,MOL010510,10510,2312,
丁香,Dingxiang,Caryophylliflos,温里药,Isoaromadendrene epoxide,MOL010511,10511,1590,
乌药,Wuyao,Linderae Radix,理气药,Isoaromadendrene epoxide,MOL010511,10511,1590,
沉香,Chenxiang,Linderae Radix,理气药,Isoaromadendrene epoxide,MOL010511,10511,1590,
乌药,Wuyao,Linderae Radix,理气药,(3R)-7-hydroxy-3-isopropenyl-tetralin-5-carbaldehyde,MOL010513,10513,34,
沉香,Chenxiang,Linderae Radix,理气药,(3R)-7-hydroxy-3-isopropenyl-tetralin-5-carbaldehyde,MOL010513,10513,34,
乌药,Wuyao,Linderae Radix,理气药,Phenylpropynoic acid,MOL010515,10515,3234,
沉香,Chenxiang,Linderae Radix,理气药,Phenylpropynoic acid,MOL010515,10515,3234,
乌药,Wuyao,Linderae Radix,理气药,sinenofuranal,MOL010516,10516,984,
沉香,Chenxiang,Linderae Radix,理气药,sinenofuranal,MOL010516,10516,984,
乌药,Wuyao,Linderae Radix,理气药,64130-69-4,MOL010519,10519,3707,
沉香,Chenxiang,Linderae Radix,理气药,64130-69-4,MOL010519,10519,3707,
没药,Moyao,Myrrha,活血祛瘀药,"mansumbin-13(17)-en- 3,16-dione",MOL001052,1052,1219,413
乌药,Wuyao,Linderae Radix,理气药,Velleral,MOL010520,10520,1083,
沉香,Chenxiang,Linderae Radix,理气药,Velleral,MOL010520,10520,1083,
乌药,Wuyao,Linderae Radix,理气药,"4,5,9,10-Dehydro-isolongifolene",MOL010523,10523,229,
沉香,Chenxiang,Linderae Radix,理气药,"4,5,9,10-Dehydro-isolongifolene",MOL010523,10523,229,
乌药,Wuyao,Linderae Radix,理气药,4-hydroxydihydroagarofuran,MOL010524,10524,1728,
沉香,Chenxiang,Linderae Radix,理气药,4-hydroxydihydroagarofuran,MOL010524,10524,1728,
玳玳花,Daidaihua,Citrus Aurantium,理气药,"9,10-Octadecadienoic acid",MOL010527,10527,3467,
玳玳花,Daidaihua,Citrus Aurantium,理气药,humulene epoxide,MOL010528,10528,299,
玳玳花,Daidaihua,Citrus Aurantium,理气药,cis-jasmone,MOL010529,10529,4036,
香薷,Xiangru,Moslae Herba,辛温解表药,cis-jasmone,MOL010529,10529,4036,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,Actinidine,MOL010532,10532,1021,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,"Aromadendrene, dehydro",MOL010533,10533,3001,
木香,Muxiang,Aucklandiae Radix,理气药,"(3aS,6aR,9aR,9bR)-3,6,9-trimethylene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[5,4-d]furan-2-one",MOL010536,10536,1031,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,"(3aS,6aR,9aR,9bR)-3,6,9-trimethylene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[5,4-d]furan-2-one",MOL010536,10536,1031,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,"(1S,4R)-1,4-dimethyltetralin",MOL010537,10537,1009,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,"[(9S)-8,8-dimethyl-2-oxo-9,10-dihydropyrano[6,5-h]chromen-9-yl] (E)-2-methylbut-2-enoate",MOL010538,10538,933,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,nardol,MOL010539,10539,343,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,Nardosinone,MOL010540,10540,1010,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,Nardostachin,MOL010541,10541,3342,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,seychellane,MOL010542,10542,3684,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,2-Methoxycinnamic Acid,MOL010545,10545,2204,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,ST069309,MOL010546,10546,349,
麻黄,Mahuang,Ephedra Herba,辛温解表药,ST069309,MOL010546,10546,349,
丹参,Danshen,Radix Salviae,活血祛瘀药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
乳香,Ruxiang,Olibanun,活血祛瘀药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
吴茱萸,Wuzhuyu,Evodiae Fructus,温里药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
没药,Moyao,Myrrha,活血祛瘀药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
牡荆叶,Mujingye,Viticis Negundo Folium,辛凉解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
胡椒,Hujiao,Piperis Fructus,温里药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
蔓荆子,Manjingzi,Viticis Fructus,辛凉解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
薄荷,Bohe,Menthae Herba,辛凉解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
覆盆子,Fupenzi,Rubi Fructus,收涩药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
辛夷,Xinyi,Magnoliae Flos,辛温解表药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
金钱草,Jinqiancao,Lysimachiae Herba,利水渗湿药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
陈皮,Chenpi,Citrus Reticulata,理气药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
黑芝麻,Heizhima,Sesami Nigrum Semen,补阴药,5-isopropyl-2-methylbicyclo[3.1.0]hex-2-ene,MOL001055,1055,2950,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,"4-Methyl-2-(1,5-dimethyl-4-hexenyl)-3-cyclohexen-1-ol",MOL010550,10550,991,
八角茴香,Bajiaohuixiang,Anisi Stellati Fructus,温里药,2-Methyl-N-phenylmaleimide,MOL010552,10552,655,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,2-Methyl-N-phenylmaleimide,MOL010552,10552,655,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,"1,2-Dibenzoylethane",MOL010555,10555,1462,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,WLN: RVO2R,MOL010556,10556,3498,
丁香,Dingxiang,Caryophylliflos,温里药,WLN: 2OVR,MOL010557,10557,1679,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,WLN: 2OVR,MOL010557,10557,1679,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,WLN: 2OVR,MOL010557,10557,1679,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,Substance H 36,MOL010558,10558,2215,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,2-Coumarinate,MOL010559,10559,2550,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,Hydro Cinnamicacid,MOL010562,10562,4085,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,Methyl (Z)-cinnamate,MOL010563,10563,2473,
黄芩,Huangqin,Scutellariae Radix,清热燥湿药,Methyl (Z)-cinnamate,MOL010563,10563,2473,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,acetoxyl oxokadsurane,MOL010567,10567,3050,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,2-Methylheptan-3-one,MOL010568,10568,1852,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,neokadsuranin,MOL010569,10569,1760,
没药,Moyao,Myrrha,活血祛瘀药,"2- methyl-5-(5 ' -hydroxy-1 ' ,5 ' -dimethyl-3 ' -hexenyl)phenol",MOL001057,1057,4114,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,acetylbinankadsurin A,MOL010571,10571,2856,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,benzoyl oxokadsurane,MOL010573,10573,3392,1060
海藻,Haizao,Sargassum,化痰药,Diglycol dibenzoate,MOL010580,10580,1882,550
京大戟,Jingdaji,Radix Euphorbiae Pekinensis,通水药,Formononetin,MOL010586,10586,266,111
京大戟,Jingdaji,Radix Euphorbiae Pekinensis,通水药,trifohrhizin 6'-monoacetate,MOL010587,10587,3432,
京大戟,Jingdaji,Radix Euphorbiae Pekinensis,通水药,d-Pinoresinol,MOL010588,10588,2740,
京大戟,Jingdaji,Radix Euphorbiae Pekinensis,通水药,Isokurarinone,MOL010589,10589,3414,
京大戟,Jingdaji,Radix Euphorbiae Pekinensis,通水药,Kurarinone,MOL010590,10590,3518,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,asperulosidic acid_qt,MOL010593,10593,2202,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,"(2S,3S)-2-(4-hydroxy-3-methoxy-phenyl)-5-methoxy-3-methylol-2,3-dihydropyrano[5,6-h][1,4]benzodioxin-9-one",MOL010594,10594,2353,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,2-methylbut-2-en-1-ol,MOL010596,10596,3844,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,linalyl isobutyrate,MOL010600,10600,3633,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,linalyl isobutyrate,MOL010600,10600,3633,
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,paederosidic acid methyl ester_qt,MOL010606,10606,2466,784
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,S(-)-Secobarbital,MOL010609,10609,777,
昆布,Kunbu,Thalluslaminariae,化痰药,saringosterol,MOL010615,10615,2321,729
昆布,Kunbu,Thalluslaminariae,化痰药,eckol,MOL010616,10616,1778,528
昆布,Kunbu,Thalluslaminariae,化痰药,1553-41-9,MOL010617,10617,3609,1100
昆布,Kunbu,Thalluslaminariae,化痰药,Stearidonic acid,MOL010622,10622,2901,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,Stearidonic acid,MOL010622,10622,2901,
苦楝皮,Kulianpi,Meliae Cortex,驱虫药,(+)-Syringaresinol-di-O-β-D-glucosid _qt,MOL010628,10628,3017,967
苦楝皮,Kulianpi,Meliae Cortex,驱虫药,"4,8-dimethoxy-1-vinyl-beta-carboline",MOL010629,10629,4181,1194
苦楝皮,Kulianpi,Meliae Cortex,驱虫药,isosclerone,MOL010630,10630,1224,
苦楝子,Kulianzi,Meliae Azedarach Fructus,驱虫药,meldenin,MOL010657,10657,3986,
苦楝子,Kulianzi,Meliae Azedarach Fructus,驱虫药,melianoninol,MOL010662,10662,2225,687
苦楝子,Kulianzi,Meliae Azedarach Fructus,驱虫药,ZINC02037591,MOL010665,10665,2900,
莱菔子,Laifuzi,Raphani Semen,消食药,"1,1-DIMETHOXY-2-METHYLPROPANE",MOL010666,10666,1423,
竹节参,Zhujieshen,Panacis Japonici Rhizoma,补气药,2-Ethoxypropane,MOL010686,10686,2399,
荔枝核,Lizhihe,Litchi Semen,理气药,2-Ethoxypropane,MOL010686,10686,2399,
荠菜,Jicai,Capsellae Herba,利水渗湿药,2-Ethoxypropane,MOL010686,10686,2399,
南瓜子,Nanguazi,Cucurbitae Moschatae Semen,驱虫药,LEUCINOL,MOL010687,10687,2936,
荔枝核,Lizhihe,Litchi Semen,理气药,LEUCINOL,MOL010687,10687,2936,
荔枝核,Lizhihe,Litchi Semen,理气药,"(2S,3S,4R,5R,6R)-3-[(2S,3R,5S,6R)-3-acetamido-5-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5,6-trihydroxyoxane-2-carboxylic acid",MOL010692,10692,2698,
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,2-Methylheptan-4-one,MOL010715,10715,2790,
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,ZINC02166569,MOL010717,10717,1850,
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,Ethyl 2-methyllactate,MOL010728,10728,1473,
玫瑰花,Meiguihua,Rose Rugosae Flos,理气药,"(2S,4S)-4-methyl-2-(2-methylprop-1-enyl)oxane",MOL010735,10735,868,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"(2S,4S)-4-methyl-2-(2-methylprop-1-enyl)oxane",MOL010735,10735,868,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"2,3,4-Trimethyl-5-phenyloxazolidine",MOL010742,10742,242,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,"1,3,4-trimethyl-3-cyclohexene-1-carboxaldehyde",MOL010748,10748,4099,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"1,3,4-trimethyl-3-cyclohexene-1-carboxaldehyde",MOL010748,10748,4099,
麻黄,Mahuang,Ephedra Herba,辛温解表药,1Ph5SHTetrazol,MOL010750,10750,2949,
麻黄,Mahuang,Ephedra Herba,辛温解表药,(2R)-1-ethoxypropan-2-ol,MOL010753,10753,3651,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Ethyltrimethylethylene,MOL010754,10754,2709,
麻黄,Mahuang,Ephedra Herba,辛温解表药,2-methyl-butanol-1-ol,MOL010756,10756,1190,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"2-ethylidene-1,1-dimethyl-cyclopentane",MOL010760,10760,4148,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"3,7-dimethyl-cyclopenta cyclooctene",MOL010761,10761,2376,
麻黄,Mahuang,Ephedra Herba,辛温解表药,"3,8-menthadiene",MOL010762,10762,4115,
麻黄,Mahuang,Ephedra Herba,辛温解表药,2-Methyl-1-naphthol,MOL010764,10764,2561,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,KYNA,MOL010768,10768,2240,
麻黄,Mahuang,Ephedra Herba,辛温解表药,KYNA,MOL010768,10768,2240,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Methyl 5-methylhexanoate,MOL010769,10769,4059,
麻黄,Mahuang,Ephedra Herba,辛温解表药,DS,MOL010779,10779,3736,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,isobutyric acid,MOL010784,10784,1002,
桑叶,Sangye,Mori Follum,辛凉解表药,isobutyric acid,MOL010784,10784,1002,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,isobutyric acid,MOL010784,10784,1002,
麻黄,Mahuang,Ephedra Herba,辛温解表药,isobutyric acid,MOL010784,10784,1002,
麻黄,Mahuang,Ephedra Herba,辛温解表药,()-N-Methylephedrine,MOL010785,10785,132,
麻黄,Mahuang,Ephedra Herba,辛温解表药,O-benzoyl-L-(+)-pseudoephedrine,MOL010786,10786,3095,
麻黄,Mahuang,Ephedra Herba,辛温解表药,leucopelargonidin,MOL010788,10788,2374,752
麻黄,Mahuang,Ephedra Herba,辛温解表药,"1,5,8-trimethyl-1,2-dihydro-naphthalene",MOL010789,10789,1310,
麻黄,Mahuang,Ephedra Herba,辛温解表药,1-propenyl-2-vinyl-4-methylcycloheptane,MOL010795,10795,1575,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Dehydroxylinalool oxide A,MOL010797,10797,619,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Cedreneoxide,MOL010798,10798,1902,
木通,Mutong,Caulis Akebiae,利水渗湿药,Ariskanin A,MOL010799,10799,2322,730
马兜铃,Madouling,Aristolochiae Fructus,止咳平喘药,Ariskanin A,MOL010799,10799,2322,730
益母草,Yimucao,Leonuri Herba,活血祛瘀药,quercetin 3-o-rhamnopyranosyl,MOL000108,108,2981,
矮地茶,Aidicha,Ardisiae Japonicae Herba,止咳平喘药,quercetin 3-o-rhamnopyranosyl,MOL000108,108,2981,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,quercetin 3-o-rhamnopyranosyl,MOL000108,108,2981,
草果,Caoguo,Amomum Tsao-Ko Crevostet,化湿药,quercetin 3-o-rhamnopyranosyl,MOL000108,108,2981,
荷叶,Heye,Folium Nelumbinis,清热解毒药,quercetin 3-o-rhamnopyranosyl,MOL000108,108,2981,
